,hashtags,hashtagsDate,hashtagsedge_liked_by.count
1581,[],3/26/19 11:01,134
1582,[],3/8/19 9:24,134
1583,"['OregonStateUniversity', 'Corvallis', 'USA', 'Oregon', 'Diana_Lastochkina']",9/28/18 10:00,134
1584,['OregonStateUniversity'],9/12/18 19:19,134
1585,"['summitsalon', 'corvallisor', 'oregonstateuniversity', 'femaleentrepreneur', 'salonowner', 'corvallis', 'downtowncorvallis', 'oregonstate', 'pureologybrandambassador', 'momlifebelike', 'idgiereo', 'corvallisoregon', 'momlife', 'mompreneur', 'bossbabe', 'womeninbusiness']",7/10/18 22:02,134
1586,"['pureologyproud', 'oregonstateuniversity', 'pureology', 'salonowner', 'salonlife', 'salondecor', 'corvallisoregon', 'willamettevalley', 'linnbenton', 'oregonstate', 'projectglimmer', 'corvallisor', 'givingbackisthenewblack', 'corvallis', 'downtowncorvallis', 'summitsalon', 'modernsalon', 'pureologylove', 'femaleentrepreneur', 'giveback', 'albanyoregon', 'salon', 'honeycombcorvallis']",5/10/18 23:18,134
1587,"['soycandles', 'osuartfestival', 'osu', 'oregonstateuniversity']",5/5/18 9:39,134
1588,[],4/5/18 18:51,134
1589,"['oregon', 'unitedcitizensofamerica', 'usa', 'oregonstateuniversity', 'america', 'corvallis', 'bentoncountyparks', 'corvallisoregon', 'pacificnorthwest', 'northwest', 'corvallisphotography']",1/21/18 11:57,134
1590,"['oregonstateuniversity', 'beavernation']",9/20/17 8:20,134
1591,"['oregon', 'unitedcitizensofamerica', 'oregonnw', 'usa', 'oregonstateuniversity', 'oregonphotography', 'america', 'corvallis', 'wethepeople', 'albanyoregon', 'oregonphotographer', 'oregonart', 'corvallisoregon', 'pacificnorthwest', 'corvallisphotographer', 'OregonState', 'corvallisphotography']",5/10/17 7:35,134
1592,['moneybee_flower'],4/26/17 7:35,134
1593,"['oregonstateuniversity', 'spring', 'beactive', 'campuslife', 'eugeneoregon', 'travel', 'ДДС_в_Орегоне', 'beautiful', 'весна', 'март']",2/28/17 20:22,134
1594,['modernsalon'],1/23/17 19:26,134
1595,"['moneybee_architecture', 'olderthanslicedbread']",1/19/17 6:56,134
1596,"['BeautifulCorvallis', 'PNW', 'OregonStateUniversity', 'Corvallis', 'MU', '2016', 'BeaversCampus', 'OSU', 'Colorful', 'BeaverNation', 'ليلي', 'PDX', 'Beavers', 'Color', 'Oregon', 'November', 'Fall', 'OSUCampus', 'Autumn', 'VisitCorvallis', 'MemorialUnion', 'BeautifulMU']",11/2/16 22:06,134
1597,[],7/10/16 21:38,134
1598,[],6/18/16 11:06,134
1599,[],6/10/16 7:51,134
1600,"['cartrips', 'urbandog', 'oregonstateuniversity', 'chisquad', 'oney', 'corvallis', 'chilove', 'travel', 'theoneyone', 'pdxpuppies', 'osupets', 'gobeavs']",5/28/16 7:31,134
1601,[],4/12/16 16:35,134
1602,[],11/3/15 11:09,134
1603,[],8/12/15 22:25,134
1604,"['صباح_الخير', 'مساء_الخير']",12/24/14 10:19,134
1605,[],4/23/19 22:25,133
1606,"['magazine', 'oregonstateuniversity', 'me', 'orangemedianetwork', 'masculinity', 'beaversdigest']",4/15/19 17:23,133
1607,"['oregon', 'nationalsiblingday', 'oregonstateuniversity', 'siblings', 'family', 'love', 'birthday', 'bestfriend', 'sister', 'hug', 'brother']",4/10/19 0:25,133
1608,[],2/1/19 11:24,133
1609,"['oregon', 'corvallisor', 'lightwork', 'pnw', 'Corvallis', 'oregonstateuniversity', 'notjustahairdresser', 'notaboutthehair', 'albanyoregon', 'albanyor', 'downtowncorvallis', 'oregonstate', 'hairapy', 'corvallisoregon', 'woundedhealer', 'gobeavs', 'empath']",1/31/19 8:26,133
1610,"['oregon', 'sunnydays', 'model', 'oregonstateuniversity', 'portraitphotography', 'osu', 'sunny', 'photography', 'yellow', 'sun']",1/17/19 12:58,133
1611,[],1/1/19 19:31,133
1612,"['civilwar', 'senior', 'pnw', 'skinnygang', 'oregonstateuniversity', 'football', 'scoducks', 'oregonstate', 'beavs', 'ganggang', 'onespeed']",12/5/18 12:46,133
1613,[],11/28/18 22:47,133
1614,"['oregon', 'smalltown', 'oregonstateuniversity', 'corvallis', 'countryclub']",11/10/18 17:23,133
1615,[],10/2/18 16:19,133
1616,[],6/16/18 21:23,133
1617,[],5/7/18 12:18,133
1618,[],5/2/18 0:01,133
1619,"['osuvet', 'murdochuniversity', 'oregonstateuniversity', 'universityofsydney', 'osuvetmed', 'murdochvetschool', 'universityofsydneyveterinaryhospital', 'osuvetschool', 'universityofcalgary', 'coloradostateuniversity', 'universitydublin', 'universityofflorida', 'universityofguelph', 'ohiostateuniversity', 'conservation', 'cornelluniversity', 'queenslanduniversity', 'southafrica', 'melbourneuniversity', 'dublinvetschool', 'volunteerabroad', 'masseyuni', 'vetlife', 'universityofcalgaryveterinarymedicine', 'virginiatechvetschool', 'vetagro', 'travelafricanborders', 'rossvet', 'cornellvet']",4/8/18 2:44,133
1620,"['oregon', 'corvallis', 'oregonstateuniversity']",1/17/18 9:29,133
1621,"['engagementphotos', 'facials', 'washingtonbride', 'oregonstateuniversity', 'osu', 'weddingplanning', 'skincare', 'corvallisoregon', 'oregonbride', 'lashlove', 'eugeneeyelashextensions', 'theknot', 'oregonwedding', 'lashes', 'waxing', 'lashextensionscorvallis', 'weddinghair', 'destinationwedding', 'gobeavs', 'christmas', 'washingtonwedding', 'winterbreak', 'wedding']",12/21/17 17:18,133
1622,"['beauty', 'balayagehair', 'oregonstateuniversity', 'redken', 'pureology', 'salonlife', 'shadeseq', 'hairinspo', 'corvallisoregon', 'linnbenton', 'oregonstate', 'ittakesapro', 'corvallisor', 'balayage', 'balayageombre', 'corvallis', 'downtowncorvallis', 'summitsalon', 'corvallissalon', 'modernsalon', 'pureologylove', 'albanyoregon', 'albanyor', 'besthaircorvallis', 'honeycombcorvallis']",11/13/17 14:41,133
1623,"['instaselfie', 'instadaily', 'oregonstateuniversity', 'osu', 'كورفاليس', 'corvallis', 'selfie', 'gobeavs', 'اوريقون']",11/1/17 1:40,133
1624,"['usa', 'oregonnw', 'unitedcitizensofamerica', 'oregonstateuniversity', 'oregonphotography', 'america', 'osu', 'corvallis', 'oregonstate', 'corvallisoregon', 'pacificnorthwest', 'corvallisphotography']",10/25/17 15:08,133
1625,"['HighVoltageHighQuality', 'CutsByWatts', 'OregonStateUniversity', 'icutproacademy', 'TheRichBarber', 'barbershopconnect', 'OSUBarber', 'BarberLife', 'OregonStateBarber', 'TheRichBarberCompany', 'NastyBarbers', 'icutprofraternity', 'TheICUTPROway', 'OregonBarber', 'CorvallisBarber']",8/7/17 16:18,133
1626,"['osu', 'beavernation', 'oregonstateuniversity']",7/20/17 20:07,133
1627,"['oregon', 'moment', 'myosusummer', 'reading', 'oregonstateuniversity', 'landscape', 'osu', 'beavers', 'chill', 'university', 'photography', 'book', 'photoshoot', 'summer']",7/6/17 20:42,133
1628,"['DamProud', 'oregonstateuniversity']",6/30/17 21:21,133
1629,"['basketballgame', 'JVbasketball', 'basketball', 'oregonstateuniversity', 'north', '32', 'NorthEugene', 'osu', 'iry', 'jv', 'osucampus', 'northeugenehighschool', 'JVNorthEugene']",6/10/17 16:51,133
1630,"['portland', 'lostbots', 'oregonstateuniversity', 'pop', 'portlandoregon', 'robot', 'pnw', 'groove', 'inhaleexhale', 'forallweknow', 'feethemusic', 'popping', 'control', 'nao', 'pdx', 'justdance', 'boogaloo', 'soultriggerpdx', 'freestyle', 'waving', 'strangenationpdx', 'popper', 'dancerlife', 'trytrytry']",4/28/17 17:00,133
1631,[],4/27/17 10:38,133
1632,[],4/23/17 16:57,133
1633,[],4/9/17 12:48,133
1634,[],3/2/17 0:13,133
1635,"['sigh', 'traveloregon', 'pnw', 'oregonstateuniversity', 'iphoneography', 'tourbeavernation', 'memorialunion', 'beavernation', 'createdoniphone']",2/20/17 20:14,133
1636,"['MetalArt', 'Jewelry', 'Copper', 'جواهرسازي', 'OregonStateUniversity', 'كاردست', 'Ceaft', 'Corvallis', 'پرشين', '2017', 'ايران', 'February', 'Metal', 'BeaverNation', 'فلز', 'ايراني', 'Iran', 'OSUCraftCenter', 'Handicraft', 'Oregon', 'Metalsmithing', 'Coppermade', 'Handmade', 'فلزكاري']",2/9/17 0:24,133
1637,[],1/19/17 22:30,133
1638,"['oregonstateuniversity', 'parking', 'garage', 'beavers', 'undergrad']",10/19/16 17:15,133
1639,[],10/4/16 20:28,133
1640,"['2Options', 'OregonStateUniversity', 'ClassOf2016', '2Degrees', 'FirstInMyImmediate', '1Minor', 'FirstGenerationGraduate']",6/17/16 19:15,133
1641,[],11/19/15 7:54,133
1642,[],11/12/15 19:43,133
1643,[],10/29/15 8:23,133
1644,"['junior_senioryear', 'worldofstaints', 'oregonstateuniversity', 'firstdaycompleted']",9/24/15 13:51,133
1645,"['hair', 'shoes', 'beauty', 'model', 'oregonstateuniversity', 'stylish', 'styles', 'design', 'shopping', 'heels', 'cute', 'envywear', 'hapa', 'fashion', 'jewelry', 'photography', 'nails', 'photooftheday', 'dress', 'love', 'purse', 'eyes', 'style', 'pretty', 'instagood', 'girl', 'travel', 'beautiful', 'mirrorless', 'outfit']",1/20/16 9:04,132
1646,[],2/16/19 16:13,132
1647,[],2/8/19 8:52,132
1648,"['canonbeach', 'oregonstateuniversity', 'longexposure', 'milkywaychasers', 'oregonexplored', 'astrophotography', 'pacificnorthwest', 'ak_30', 'pnw', 'beautifuloregon', 'night', 'nightphotography', 'axrooz', 'stargazing', 'akasbashi', 'nightsky', 'haystackrock', 'nightscape', 'night_excl', 'Milkyway', 'oregon', 'pnwphotographer', 'astronomy', 'travel', 'lazyshutters', 'nightshot']",1/31/19 18:53,132
1649,['bts'],1/23/19 9:40,132
1650,[],11/21/18 21:22,132
1651,"['damdiverse', 'oregonstateuniversity', 'Bangladesh', 'DamProud', 'osuflagceremony', 'Beavers', 'Beavs', 'Flag', 'internationalstudents', 'OSU', 'OregonState', 'Inclusivity']",11/13/18 18:31,132
1652,"['KayleneTran', 'oregonstateuniversity']",10/11/18 7:58,132
1653,"['landscapephotography', 'oregonstateuniversity', 'longexposure', 'milkywaychasers', 'oregonexplored', 'astrophotography', 'pacificnorthwest', 'earthscope', 'ak_30', 'pnw', 'akas_khoone', 'beautifuloregon', 'nature', 'عکاسی', 'bestoforegon', 'explororegon', 'ir_photographer', 'nightphotography', 'oregoncoast', 'axrooz', 'stargazing', 'akasbashi', 'nightsky', 'trip', 'Milkyway', 'oregon', 'pnwphotographer', 'nighttime', 'universetoday', 'travel']",9/28/18 20:07,132
1654,"['socal', 'oregonbeavers', 'nikon', 'oregonstateuniversity', 'doggystyles', '반려견', 'petsofinstagram', '대형견', 'puppiesofinstagram', '⭐️']",7/16/18 10:01,132
1655,"['hireme', 'alumni', 'oregonstateuniversity', 'interiordesign']",6/16/18 23:50,132
1656,"['lambdaleads', 'oregonstateuniversity']",4/15/18 20:07,132
1657,"['ineedsomeadventure', 'pnw', 'corvallis', 'oregonstateuniversity']",2/7/18 13:03,132
1658,"['oregon', 'purplehair', '541', 'pnw', 'oregonstateuniversity', 'hearts', 'osu', 'corvallis', 'snapchat', 'happy', 'snapchatfilter']",11/29/17 14:46,132
1659,"['agriculture', 'science', 'oregonstateuniversity', 'oregoncoast']",11/4/17 9:23,132
1660,"['osu', 'oregonstateuniversity', 'autumn']",10/17/17 19:43,132
1661,"['oregon', 'usa', 'oregonnw', 'oregonstateuniversity', 'oregonphotography', 'america', 'corvallis', 'fittongreennaturalarea', 'averypark', 'peavyarboretum', 'fittongreen', 'corvallisoregon', 'oregonphotographer', 'corvallisphotographer', 'OregonState', 'oregonstatebeavers', 'corvallisphotography']",5/30/17 12:05,132
1662,"['oregon', 'corvallisart', 'oregongirl', 'oregonnw', 'chipross', 'oregonphotography', 'oregonstateuniversity', 'pacificnorthwest', 'portraitphotography', 'mthood', 'portlandphotographer', 'corvallis', 'corvallisparks', 'corvallisoregon', 'oregonphotographer', 'corvallisphotographer', 'OregonState', 'ilovecorvallis', 'chiprosspark', 'corvallisphotography']",5/25/17 9:02,132
1663,"['fashionista', 'stylewatch', 'cute', 'model', 'oregonstateuniversity', 'ootd', 'trendwatch', 'collegelife', 'soclose', 'yougotthis', 'springbreak', 'finalsweek', 'springvibes', 'springstyles']",3/17/17 14:19,132
1664,['modernsalon'],1/21/17 19:51,132
1665,[],12/6/16 10:01,132
1666,"['oregon', 'oregonstateuniversity', 'corvallis', 'maryspeak', 'photocontest', 'corvallisoregon', 'OregonState', 'corvallisphotography']",10/24/16 6:07,132
1667,"['ECwestECbest', 'oregonstateuniversity', 'osu', 'serengetee', 'rep', 'WearTheWorld']",10/9/16 14:31,132
1668,"['vsco', 'vscocam', 'goodvibes']",3/8/16 19:30,132
1669,['Barberlife'],8/26/15 17:05,132
1670,"['oregon', 'weareeverywhere', 'oregonstateuniversity', 'phish', 'osu', 'phishlove', 'fluffhead']",4/24/14 17:10,132
1671,[],4/11/19 19:18,131
1672,[],2/13/19 19:36,131
1673,[],11/13/18 12:26,131
1674,"['oregonstateuniversity', 'roadtrip', 'spiritualjourney', 'yogi', 'universallove']",10/18/18 9:50,131
1675,"['oregonstateuniversity', 'someonehireme', 'osu', 'finally', 'gameofloans', 'fisheriesandwildlife', 'pnw', 'upperleftusa', 'graduated', 'oregonstate', 'mostexpensivepieceofpaper', 'beavernation', 'adulting', 'friyay', 'corvallis', 'done', 'fall', 'rule32', 'gobeavs', 'bleedorangeandblack', 'corvegas', 'bachelors', 'donewiththisbs', 'officiallyofficial', 'leavingthebubble', 'diploma', 'timetosavetheanimals']",10/5/18 19:48,131
1676,"['oregonstateuniversity', 'oregonbud', 'oregonasm', 'oregonbound', 'oregonexplored', 'oregonian', 'tinygoatsvisittinygoats', 'oregonians', 'whenruthmetpiper', 'oregonducks', 'oregonlife', 'oregoncity', 'tbt']",8/21/18 16:00,131
1677,"['oregonstateuniversity', 'miniquad', 'osu', 'dronelife', 'mechanicalengineering', 'graduation', 'sticktime', 'droneracing', 'uav', 'quadcopter', 'fpvlife', 'drone', 'quadaddiction', 'rotorriot', 'multigp', 'fpvracer', 'dronepilot', 'dronestagram', 'fpvracing', 'sendit', 'fpv']",6/16/18 9:47,131
1678,"['oregondog', 'oregoninlet', 'oregonnw', 'oregonstateuniversity', 'oregontrip', 'oregonexplored', 'oregonglass', 'permapup', 'oregonians', 'oregonmodel', 'mustbethesushi', 'oregonstate', 'oregonsonly', 'oregoncoast', 'oregonsky']",5/21/18 16:17,131
1679,"['mavicpro', 'oregonstateuniversity']",5/2/18 14:26,131
1680,[],4/11/18 9:54,131
1681,"['photographer', 'muralphotography', 'oregonstateuniversity', 'oregonphotography', 'mural', 'osu', 'studentphotographer', 'photography', 'corvallisoregon']",1/26/18 3:01,131
1682,"['ncaa', 'oregonstateuniversity', 'football', 'beaverathletics', 'osufootball', '50mm', 'photography', 'nikonphotography']",11/20/17 19:16,131
1683,"['amazingplaces', 'oregonstateuniversity', 'osu', 'campuslife', 'photographylife', 'photoshoot', 'capturethemoment', 'insta_pic', 'clouds', 'campus', 'photography', 'ig_travel', 'beautifulsky', 'corvallis', 'ig_mood', 'tourtheplanet', 'dailypost', 'places_wow', 'photolab', 'oregon', 'uncalculated', 'exploretocreate', 'trees', 'travelblogger', 'justgoshoot', 'travel', 'branches', 'sky', 'worldingram']",11/17/17 16:40,131
1684,"['maryspeakoregon', 'oregon', 'usa', 'oregonnw', 'oregonphotography', 'oregonstateuniversity', 'america', 'corvallis', 'maryspeak', 'corvallisoregon', 'corvallisphotography']",10/22/17 14:00,131
1685,"['oregon', 'unitedcitizensofamerica', 'usa', 'oregonstateuniversity', 'america', 'corvallis', 'welovecorvallis', 'oregonstate', 'corvallisoregon', 'pacificnorthwest', 'northwest', 'corvallisphotography']",10/3/17 16:10,131
1686,"['usa', 'oregonnw', 'unitedcitizensofamerica', 'oregonstateuniversity', 'america', 'osu', 'corvallis', 'welovecorvallis', 'corvallisoregon', 'pacificnorthwest']",9/23/17 7:12,131
1687,"['newhairdontcare', 'oregonstateuniversity', 'stillbrunette', 'nextchapterbegins', 'blondebalayage', 'blessedbeyondbelief']",6/15/17 17:06,131
1688,"['oregon', 'beautifulcorvallis', 'oregonnw', 'oregonstateuniversity', 'corvallisoregonart', 'craterlake', 'corvallis', 'philomathoregon', 'cvhs', 'chs', 'oregoncoast', 'rockawaybeach', 'craterlakeoregon', 'corvallisoregon', 'beaverbasketball', 'OregonState', 'corvallishighschool', 'corvallisart', 'crescentvalleyhighschool', 'corvallisphotography']",5/15/17 10:31,131
1689,[],1/15/17 16:46,131
1690,[],1/7/17 20:41,131
1691,['gobeavs'],9/17/16 11:52,131
1692,"['ArtPhotography', 'ColoredLighting', 'Blue', 'Art', 'ColorCode', 'Youth', 'CampusLife', 'Perspective', 'Dating', 'CollegeLife', 'OregonStateUniversity', 'Corvallis', 'MU', 'OSU', 'Homework', 'Watch', 'Statistics', 'Studying', 'Photography', 'Color', 'Oregon', 'FineArtPhotography', 'FirstPerson', 'Grey', 'Strobe', 'FirstPersonPerspective', 'PhoneNumber', 'Flash']",4/11/16 22:49,131
1693,"['OregonStateUniversity', 'CommercialPhotography', 'BlackHair', 'DAMchic', 'FineArt', 'Reflection', 'Blue', 'Duality', 'Sweater', 'AustinHall', 'White', 'Art', 'MobileLighting', 'Beige', 'Photography', 'Fashion', 'OSU', 'Hidden', 'Sky', 'Grey']",3/4/16 17:01,131
1694,[],3/1/16 16:37,131
1695,"['pokemon', 'videogames', 'pokeball', 'oregonstateuniversity', 'nintendo', 'brass', 'trumpets', 'oregonstate', 'trumpet', 'pokemon20', 'pikachu', 'trumpeter', 'videogame', 'marchingband', 'pokemon20thanniversary']",2/27/16 15:48,131
1696,[],2/9/16 18:01,131
1697,[],1/18/16 19:00,131
1698,"['PacificNorthFresh', 'Barberlife']",11/3/15 14:32,131
1699,[],11/2/15 22:20,131
1700,['Barberlife'],10/30/15 17:31,131
1701,[],8/28/15 8:10,131
1702,"['oregon', 'portland', 'corvallis', 'oregonstateuniversity']",10/21/14 10:02,131
1703,['تصبحون_على_خير'],10/12/14 22:36,131
1704,"['hairbows', 'bows', 'oregonstateuniversity', 'lace', 'football', 'solidcolors', 'cutebows', 'oregonstate', 'university', 'quack', 'cutehairbows', 'ducks', 'college', 'orego', 'pretty']",9/12/14 18:10,131
1705,"['oregonstateuniversity', 'oregonexplored', 'pnwonderland', 'smokeloudlaughloud', 'pacificnorthwest', 'oregonwinecountry', 'thc', 'shoplocal', 'stoners', 'salemor', 'pnw', 'portraitphotography', 'willamettevalley', 'oregonstate', 'photography', 'cannabiscommunity', 'oregonlife', 'oregoncoast', 'oregonwine', 'cannabis', 'love', 'thcsalem', 'oregon', 'traveloregon', 'salemoregon', 'kurtcobain', 'oregonducks', 'oregonphotographer', 'bgfamilyfarms']",3/12/19 11:58,130
1706,"['oregon', 'portland', 'academicidentity', 'oregonstateuniversity', 'sign', 'osu', 'billboard', 'pentagramaustin', 'beavers', 'beaverdam', 'oregonstate', 'logo', 'orange', 'corvallisoregon', 'identity', 'dam', 'beavernation', 'grainelevator']",2/24/19 15:48,130
1707,[],2/19/19 10:44,130
1708,"['gobeavs', 'throwbeavs', 'oregonstateuniversity']",9/29/18 11:50,130
1709,"['corridor', 'instapic', 'oregon', 'campustour', 'instagood', 'oregonstateuniversity', 'amazing', 'instalike', 'picturesque', 'historical', 'corvallis', 'interior', 'beavernation', 'gobeavs', 'throwback', 'instamood', 'photooftheday', 'memorialunion', 'vivid']",8/8/18 14:40,130
1710,[],7/12/18 23:16,130
1711,"['phdlife', 'oregonstateuniversity', 'talbott', 'phdstudent', 'corvallisoregon', 'rosewine', 'foodscience', 'gratitude', 'phdlifestyle', 'winescience', 'vinho', 'oregonstate', 'wine', 'winechemistry', 'phd', 'tastingnotes', 'instavinho', 'wineresearch', 'winegeek', 'scienceproud', 'corvallis', 'amantesdovinho', 'redwine', 'winelovers', 'winearoma', 'whitewine', 'wineoholics', 'instawine', 'winetasting', 'orgulhocientista']",6/25/18 11:35,130
1712,[],4/21/18 19:58,130
1713,"['orangeandblack', 'gobeavers', 'oregonstateuniversity']",4/4/18 20:27,130
1714,"['cfbforever', '20', 'collegefootball']",10/26/17 8:29,130
1715,[],10/24/17 20:23,130
1716,"['beantown', 'collegeroomies', 'bostonseaport', 'oregonstateuniversity']",10/7/17 9:29,130
1717,"['loufamilyfarm', 'oregonstateuniversity', 'bakercreekheirloomseeds', 'sandiegoagriculture', 'backyardgardens', 'yubacollege', 'sandiegogarden', 'sonomacountyfairgrounds', 'rareseeds', 'foodsovereignty', 'foodiesofsd', 'conservation', 'fishandwildlife', 'heirloomgarden', 'naturalresources', 'heirlooms', 'sandiegofarm', 'growyourownfood', 'communitygardens', 'nationalheirloomexpo', 'mongoltribe', 'heirloomseeds', 'sustainableagriculture', 'sandiegofarmers']",9/4/17 0:23,130
1718,"['oregon', 'knowyouaredivine', 'beautifulcorvallis', 'oregonnw', 'corvallisphotographer', 'oregonstateuniversity', 'corvallisismagical', 'corvallis', 'inthenameoflove', 'cvhs', 'chs', 'corvallisoregon', 'oregoncoast', 'ilovecorvallis', 'OregonState', 'corvallishighschool', 'crescentvalleyhighschool', 'corvallisphotography']",8/22/17 16:43,130
1719,"['cws', 'beaverbeliever', 'oregonstateuniversity']",6/24/17 12:04,130
1720,['allergythings'],5/24/17 17:31,130
1721,[],5/10/17 18:57,130
1722,[],3/19/17 14:26,130
1723,"['oregon', 'beautifulcorvallis', 'oregonnw', 'oregonstateuniversity', 'corvallisoregonart', 'craterlake', 'corvallis', 'philomathoregon', 'cvhs', 'chs', 'oregoncoast', 'craterlakeoregon', 'corvallisoregon', 'beaverbasketball', 'OregonState', 'corvallishighschool', 'corvallisart', 'crescentvalleyhighschool', 'corvallisphotography']",12/14/16 18:19,130
1724,[],10/1/16 10:32,130
1725,"['notill', 'OregonStateUniversity', 'sustainability', 'microbes', 'AminoAcids', 'agronomy', 'giantpumpkin', 'Be1', 'livingsoil', 'organicfarming', 'rootsorganic', 'organicgardening', 'compost', 'GoBeavs', 'organic', 'organicsoil', 'soilgrown', 'teamingwithmicrobes', 'be2', 'dontpanicitsorganic']",7/6/16 18:58,130
1726,[],6/4/16 20:54,130
1727,['Barberlife'],11/25/15 8:51,130
1728,[],11/20/15 5:19,130
1729,"['proudgirlfriend', 'loveit', 'oneday', 'inspired', 'motivated', 'dreamschool']",10/2/15 23:30,130
1730,[],3/6/15 14:00,130
1731,[],4/23/19 22:23,129
1732,[],4/17/19 19:21,129
1733,[],4/3/19 7:40,129
1734,[],3/6/19 17:34,129
1735,[],1/16/19 18:18,129
1736,"['modernsalon', 'pureologylove', 'corvallishair', 'pureology', 'redken', 'oregonstateuniversity', 'corvallis', 'oregonhairstylist', 'ashblonde', 'downtowncorvallis', 'ashblondehair', 'corvallisoregon', 'corvallishairstylist', 'behindthechair', 'blondebob', 'honeycombcorvallis']",11/16/18 22:35,129
1737,"['hoodtocoast', 'htc2018', 'oregonstateuniversity', 'htcisrael', 'osuabroad', 'runner', 'israel', 'jerusalem']",10/9/18 23:22,129
1738,[],9/30/18 20:33,129
1739,[],9/15/18 0:11,129
1740,"['oregonmom', 'oregonsunset', 'oregonstateuniversity', 'oregonbud', 'oregonexplored', 'oregongirls', 'oregonglass', 'oregongrown', 'oregonians', 'oregonmodel', 'WorldElephantDay', 'reachoutandtrunksomeone', 'oregoncoast', 'oregondunes', 'oregondogs']",8/12/18 16:10,129
1741,"['oregonbeauty', 'oregontrail', 'oregonstateuniversity', 'Oregon_lovers', 'portlandoregon', 'oregonliving', 'oregonducks', 'oregonlove', 'oregonartist', 'oregonwine', 'oregonfootball']",6/20/18 11:31,129
1742,"['damproud', 'oregonstateuniversity', 'latergram', 'illgettherealdiplomainsept', 'classof2018', 'mulan', 'graduation', 'pnw', 'upperleftusa', 'orangeandblack', '6yearslater', 'goodvibes', 'graduate', 'miracleshappen', 'ididit', 'betheboss', 'edumacation', 'corvallis', 'mushu', 'rule32', 'gobeavs', 'oregon', 'instagood', 'family', 'workhard', 'beaverboards']",6/18/18 22:57,129
1743,"['osuvet', 'murdochuniversity', 'oregonstateuniversity', 'universityofsydney', 'osuvetmed', 'murdochvetschool', 'universityofsydneyveterinaryhospital', 'osuvetschool', 'universityofcalgary', 'coloradostateuniversity', 'universitydublin', 'universityofflorida', 'universityofguelph', 'ohiostateuniversity', 'iowastateuniversity', 'cornelluniversity', 'queenslanduniversity', 'melbourneuniversity', 'kansasstateuniversity', 'westernuniversityofhealthsciences', 'dublinvetschool', 'masseyuni', 'universityofcalgaryveterinarymedicine', 'virginiatechvetschool', 'vetagro', 'missouriuniversity', 'rossvet', 'cornellvet']",6/9/18 7:56,129
1744,"['oregonstateuniversity', 'salonowner', 'salonlife', 'salondecor', 'pureologybrandambassador', 'corvallisoregon', 'travelingbaby', 'willamettevalley', 'linnbenton', 'oregonstate', 'theadventuresofidgie', 'corvallisor', 'corvallis', 'downtowncorvallis', 'summitsalon', 'frequentflyer', 'modernsalon', 'femaleentrepreneur', 'albanyoregon', 'salon', 'honeycombcorvallis']",5/12/18 9:50,129
1745,"['jesuithighschool', 'skol', 'oregonstateuniversity', 'football', 'nfl', 'lineman', 'minnesotavikings', 'adapttraining', 'govikings', 'hometownhero', 'offensivetackle']",4/4/18 8:28,129
1746,"['花', '留学', '椿', 'おしゃれ', 'ピンクの花', 'ピンク', 'オレゴン州', '木', 'flowers', 'osu', 'oregonstateuniversity', 'tree', '自然', 'コーバリス']",4/2/18 21:33,129
1747,"['HighVoltageHighQuality', 'CutsByWatts', 'OregonStateUniversity', 'icutproacademy', 'TheRichBarber', 'barbershopconnect', 'OSUBarber', 'NastyBarbers', 'OregonStateBarber', 'TheRichBarberCompany', 'icutprofraternity', 'TheICUTPROway', 'OregonBarber', 'CorvallisBarber']",9/8/17 11:44,129
1748,"['OREclipse', 'Nature', 'OregonstateAlumni', 'OregonExplored', 'NaturalPhenomena', 'BestofOregon', 'PNW', 'OregonStateUniversity', 'Corvallis', '2017', 'OregonE', 'OSU', 'BeaverNation', 'Rare', 'August', 'PDX', 'Eclipse', 'SolarEclipse2017', 'Beavers', 'SolarEclipse', 'Oregon', 'Eclipse2017', 'OSU150']",8/21/17 16:53,129
1749,['ForalltheDarlas'],8/3/17 13:32,129
1750,[],7/10/17 22:37,129
1751,"['etsysale', 'etsy', 'oregonstateuniversity', 'crafts', 'osu', 'etsyshop', 'crafting', 'instashop', 'craft', 'friendshipbraceletsfordays', 'stringbracelets', 'myhappyplace', 'oregonstate', 'artsandcrafts', 'summerbracelets', 'create', 'diy', 'creative', 'blackandorange', 'etsyowner', 'instasale', 'customorders', 'oregon', 'customorder', 'chevron', 'friendshipbracelets', 'art', 'friendshipbraceletsforsale', 'summer']",7/4/17 22:15,129
1752,[],6/16/17 20:01,129
1753,"['sandiego', 'oregonstateuniversity', 'science', 'beavers', 'ada2017']",6/12/17 18:53,129
1754,[],11/22/16 22:37,129
1755,[],11/12/16 18:35,129
1756,"['oregonstateuniversity', 'gobeavers', 'oregonstate', 'gobeavs', 'beavernation']",6/13/16 0:41,129
1757,"['collegiaterecovery', 'soberbeav', 'huffpostgram']",6/3/16 8:11,129
1758,[],5/14/16 18:53,129
1759,[],3/31/16 22:35,129
1760,['TBT'],1/14/16 20:18,129
1761,"['osufootball', 'oregonstateuniversity']",11/21/15 12:14,129
1762,[],9/2/15 7:50,129
1763,['oregonstateuniversity'],5/17/15 22:22,129
1764,"['oregonstateuniversity', 'asosu', 'WeGiveADam', 'OSU', 'UD2015', 'goodvibes']",4/6/15 9:52,129
1765,[],3/12/15 0:26,129
1766,[],3/23/19 21:42,128
1767,[],11/26/18 15:36,128
